B1,0
B2,3
B3,23
B4,41
B5,46
B6,8
B7,9
B8,15
B9,8
B10,0
V1,0
V2,34
V3,32
V4,16
V5,19
V6,3
V7,9
V8,2
V9,4
V10,8
